productid,ean,colorid,size,description,originalprice,reducedprice,taxrate,discountinpercent,currentlyactive,created,updated
172,6701232,3,9,The stylish T-Shirt Eddilis just what you need right now!,131.00,78.60,19,40,t,2018-08-02 10:48:58.471454+00,
172,18681805,3,10,The stylish T-Shirt Eddilis just what you need right now!,131.00,78.60,19,40,t,2018-08-02 10:48:58.471454+00,
172,7437936,78,6,The stylish T-Shirt Eddilis just what you need right now!,131.00,78.60,19,40,t,2018-08-02 10:48:58.471454+00,
172,65258460,78,7,The stylish T-Shirt Eddilis just what you need right now!,131.00,78.60,19,40,t,2018-08-02 10:48:58.471454+00,
172,52666360,78,8,The stylish T-Shirt Eddilis just what you need right now!,131.00,78.60,19,40,t,2018-08-02 10:48:58.471454+00,
172,97611602,78,9,The stylish T-Shirt Eddilis just what you need right now!,131.00,78.60,19,40,t,2018-08-02 10:48:58.471454+00,
172,2310983,78,10,The stylish T-Shirt Eddilis just what you need right now!,131.00,78.60,19,40,t,2018-08-02 10:48:58.471454+00,
173,98037519,127,1,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,7783796,127,2,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,98469658,127,3,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,56334166,127,4,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,20403201,127,5,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,28365746,134,1,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,44992272,134,2,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,15510115,134,3,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,42481063,134,4,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,55375012,134,5,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,48379657,46,1,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,79967750,46,2,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,55720628,46,3,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,22909536,46,4,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,47517009,46,5,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,90403383,17,1,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,88870034,17,2,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,65958183,17,3,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,18597513,17,4,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
173,66507789,17,5,The stylish Athletic Shoes Andiamois just what you need right now!,113.00,101.70,19,10,t,2018-08-02 10:48:58.471454+00,
174,61924187,58,6,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,32233214,58,7,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,9072347,58,8,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,58091108,58,9,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,51030314,58,10,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,93265407,40,6,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,76320613,40,7,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,92301050,40,8,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,2555358,40,9,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,78988100,40,10,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,86591292,112,6,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,69426658,112,7,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,28356228,112,8,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,78740479,112,9,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,98254956,112,10,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,15634304,37,6,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,36878270,37,7,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,72239095,37,8,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,52041136,37,9,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,54384531,37,10,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,94601476,140,6,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,78354522,140,7,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,35188684,140,8,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,33527017,140,9,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
174,15164602,140,10,The stylish Wrap Diniis just what you need right now!,83.00,78.02,19,6,t,2018-08-02 10:48:58.471454+00,
175,15549470,134,11,The stylish Button-Down Shirt Ylais just what you need right now!,96.00,89.28,19,7,t,2018-08-02 10:48:58.471454+00,
175,57843615,134,12,The stylish Button-Down Shirt Ylais just what you need right now!,96.00,89.28,19,7,t,2018-08-02 10:48:58.471454+00,
175,43914065,134,13,The stylish Button-Down Shirt Ylais just what you need right now!,96.00,89.28,19,7,t,2018-08-02 10:48:58.471454+00,
175,9356337,134,14,The stylish Button-Down Shirt Ylais just what you need right now!,96.00,89.28,19,7,t,2018-08-02 10:48:58.471454+00,
175,98607872,134,15,The stylish Button-Down Shirt Ylais just what you need right now!,96.00,89.28,19,7,t,2018-08-02 10:48:58.471454+00,
176,76994732,77,6,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,73086323,77,7,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,26985658,77,8,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,78386289,77,9,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,47407381,77,10,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,17454873,132,6,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,41833835,132,7,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,46476065,132,8,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,96755490,132,9,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
176,33014838,132,10,The stylish Tops Pankais just what you need right now!,72.00,,19,,t,2018-08-02 10:48:58.471454+00,
177,68262636,64,11,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,49777526,64,12,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,3849238,64,13,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,46759993,64,14,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,77642116,64,15,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,98455098,15,11,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,60954578,15,12,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,58731151,15,13,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,86018261,15,14,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,287878,15,15,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,80103543,7,11,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,54134359,7,12,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,91777980,7,13,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,49119497,7,14,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,61213792,7,15,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,44122145,101,11,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,45117669,101,12,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,16262004,101,13,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,30834793,101,14,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
177,52180338,101,15,The stylish Button-Down Shirt Nennois just what you need right now!,65.00,64.35,19,1,t,2018-08-02 10:48:58.471454+00,
178,4859846,6,6,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,5322471,6,7,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,7549120,6,8,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,3438348,6,9,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,50767752,6,10,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,25418619,64,6,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,91791839,64,7,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,12949010,64,8,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,14134532,64,9,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
178,14350470,64,10,The stylish Jeans Flavkois just what you need right now!,118.00,70.80,19,40,t,2018-08-02 10:48:58.471454+00,
179,3713370,33,1,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,87961772,33,2,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,37462087,33,3,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,15995513,33,4,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,721605,33,5,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,98713466,79,1,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,15917665,79,2,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,37526722,79,3,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,5632436,79,4,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,79431632,79,5,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,20365295,53,1,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,19596486,53,2,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,12253411,53,3,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,5538712,53,4,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,66898226,53,5,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,12130393,91,1,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,11092556,91,2,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,43943343,91,3,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,67628341,91,4,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,92647952,91,5,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,45115484,42,1,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,97123834,42,2,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,54676751,42,3,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,18263394,42,4,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,98853927,42,5,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,50651282,5,1,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,44096949,5,2,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,90748724,5,3,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,60607252,5,4,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
179,29618129,5,5,The stylish Jacket Gorreis just what you need right now!,146.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,76669922,18,1,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,81460434,18,2,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,83996089,18,3,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,78788865,18,4,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,61119760,18,5,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,67636482,109,1,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,42808242,109,2,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,16101370,109,3,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,31136094,109,4,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,61038474,109,5,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,38538322,86,1,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,26604130,86,2,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,46300457,86,3,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,23517214,86,4,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,25685849,86,5,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,53499655,94,1,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,53967735,94,2,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,47883365,94,3,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,87804519,94,4,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,51569947,94,5,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,65120416,23,1,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,63668929,23,2,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,19233082,23,3,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,845527,23,4,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
180,82946430,23,5,The stylish Suit Camenis just what you need right now!,62.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,30088673,66,1,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,41577720,66,2,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,88509902,66,3,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,4370356,66,4,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,86780976,66,5,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,16018196,5,1,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,36146527,5,2,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,81545882,5,3,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,85852985,5,4,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,73453722,5,5,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,59581167,43,1,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,10214425,43,2,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,9894210,43,3,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,32223434,43,4,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,5665927,43,5,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,53136717,50,1,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,8430096,50,2,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,42767062,50,3,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,41967249,50,4,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
181,26187075,50,5,The stylish Suit Aranois just what you need right now!,107.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,67368025,112,6,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,81531115,112,7,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,44921406,112,8,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,57460542,112,9,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,27582925,112,10,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,87885926,74,6,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,59103747,74,7,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,86899274,74,8,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,67711175,74,9,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
182,71459534,74,10,The stylish Ring Herryis just what you need right now!,142.00,,19,,t,2018-08-02 10:48:58.471454+00,
183,69618266,68,11,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,37427523,68,12,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,89656545,68,13,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,36289769,68,14,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,97605324,68,15,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,62610441,67,11,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,41812042,67,12,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,27235819,67,13,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,60751353,67,14,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,21744389,67,15,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,6450709,106,11,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,5652888,106,12,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,18437324,106,13,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,62373661,106,14,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,78619701,106,15,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,3918136,27,11,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,25137527,27,12,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,34774491,27,13,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,24763210,27,14,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
183,57271023,27,15,The stylish Blazers & Sport Coats Hagaris just what you need right now!,107.00,72.76,19,32,t,2018-08-02 10:48:58.471454+00,
184,26322719,69,6,The stylish Gym Bag Chrisieis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
184,50805480,69,7,The stylish Gym Bag Chrisieis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
184,26851869,69,8,The stylish Gym Bag Chrisieis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
184,15425878,69,9,The stylish Gym Bag Chrisieis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
184,20558712,69,10,The stylish Gym Bag Chrisieis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,49485143,108,6,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,59472787,108,7,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,45331703,108,8,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,87559224,108,9,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,85692446,108,10,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,86327507,130,6,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,42014838,130,7,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,10475374,130,8,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,12260277,130,9,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,55105541,130,10,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,80158939,101,6,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,77611136,101,7,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,32792959,101,8,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
185,7691179,101,9,The stylish Dress Shirt Laidyis just what you need right now!,99.00,,19,,t,2018-08-02 10:48:58.471454+00,
