id,orderid,articleid,amount,price,created,updated
1546,525,8924,1,65.00,2018-08-02 13:30:40.686986+00,
1547,525,3292,1,115.00,2018-08-02 13:30:40.686986+00,
1548,525,11551,1,41.04,2018-08-02 13:30:40.686986+00,
1549,525,3515,1,83.40,2018-08-02 13:30:40.686986+00,
1550,526,6116,1,150.00,2018-08-02 13:30:40.686986+00,
1551,526,5443,1,64.24,2018-08-02 13:30:40.686986+00,
1552,526,14249,1,48.00,2018-08-02 13:30:40.686986+00,
1553,526,2144,1,81.60,2018-08-02 13:30:40.686986+00,
1554,527,1857,1,118.00,2018-08-02 13:30:40.686986+00,
1555,527,11075,1,64.00,2018-08-02 13:30:40.686986+00,
1556,528,1690,1,66.50,2018-08-02 13:30:40.686986+00,
1557,528,10522,1,42.84,2018-08-02 13:30:40.686986+00,
1558,529,5914,1,79.00,2018-08-02 13:30:40.686986+00,
1559,529,10381,1,42.60,2018-08-02 13:30:40.686986+00,
1560,529,8562,1,70.56,2018-08-02 13:30:40.686986+00,
1561,529,6972,1,111.00,2018-08-02 13:30:40.686986+00,
1562,529,16720,1,103.00,2018-08-02 13:30:40.686986+00,
1563,530,14713,1,71.40,2018-08-02 13:30:40.686986+00,
1564,530,8208,1,122.00,2018-08-02 13:30:40.686986+00,
1565,531,15746,1,50.40,2018-08-02 13:30:40.686986+00,
1566,531,10091,1,106.00,2018-08-02 13:30:40.686986+00,
1567,532,6140,1,77.00,2018-08-02 13:30:40.686986+00,
1568,532,11931,1,144.54,2018-08-02 13:30:40.686986+00,
1569,532,13523,1,73.00,2018-08-02 13:30:40.686986+00,
1570,532,9274,1,49.98,2018-08-02 13:30:40.686986+00,
1571,532,1217,1,96.72,2018-08-02 13:30:40.686986+00,
1572,533,14984,1,95.95,2018-08-02 13:30:40.686986+00,
1573,533,13807,1,32.13,2018-08-02 13:30:40.686986+00,
1574,533,8528,1,68.60,2018-08-02 13:30:40.686986+00,
1575,533,16721,1,103.00,2018-08-02 13:30:40.686986+00,
1576,533,3596,1,127.80,2018-08-02 13:30:40.686986+00,
1577,534,16149,1,89.00,2018-08-02 13:30:40.686986+00,
1578,534,950,1,102.40,2018-08-02 13:30:40.686986+00,
1579,534,2728,1,54.32,2018-08-02 13:30:40.686986+00,
1580,535,12809,1,73.20,2018-08-02 13:30:40.686986+00,
1581,535,12234,1,72.00,2018-08-02 13:30:40.686986+00,
1582,535,1254,1,36.92,2018-08-02 13:30:40.686986+00,
1583,535,6980,1,111.00,2018-08-02 13:30:40.686986+00,
1584,536,5821,1,62.64,2018-08-02 13:30:40.686986+00,
1585,536,16238,1,123.00,2018-08-02 13:30:40.686986+00,
1586,537,15791,1,60.00,2018-08-02 13:30:40.686986+00,
1587,537,8760,1,85.49,2018-08-02 13:30:40.686986+00,
1588,537,14768,1,81.18,2018-08-02 13:30:40.686986+00,
1589,538,7361,1,52.92,2018-08-02 13:30:40.686986+00,
1590,538,6048,1,60.00,2018-08-02 13:30:40.686986+00,
1591,538,7212,1,72.45,2018-08-02 13:30:40.686986+00,
1592,539,1800,1,113.00,2018-08-02 13:30:40.686986+00,
1593,539,11601,1,55.20,2018-08-02 13:30:40.686986+00,
1594,540,17383,1,59.00,2018-08-02 13:30:40.686986+00,
1595,541,18144,1,147.00,2018-08-02 13:30:40.686986+00,
1596,541,5068,1,119.00,2018-08-02 13:30:40.686986+00,
1597,541,3292,1,115.00,2018-08-02 13:30:40.686986+00,
1598,541,10213,1,45.58,2018-08-02 13:30:40.686986+00,
1599,541,2892,1,35.51,2018-08-02 13:30:40.686986+00,
1600,542,4552,1,89.40,2018-08-02 13:30:40.686986+00,
1601,542,15552,1,63.24,2018-08-02 13:30:40.686986+00,
1602,542,7481,1,103.00,2018-08-02 13:30:40.686986+00,
1603,543,12629,1,89.00,2018-08-02 13:30:40.686986+00,
1604,543,3020,1,146.00,2018-08-02 13:30:40.686986+00,
1605,544,5779,1,143.00,2018-08-02 13:30:40.686986+00,
1606,544,11046,1,112.00,2018-08-02 13:30:40.686986+00,
1607,544,4494,1,116.00,2018-08-02 13:30:40.686986+00,
1608,544,13442,1,76.80,2018-08-02 13:30:40.686986+00,
1609,545,2740,1,54.32,2018-08-02 13:30:40.686986+00,
1610,545,14223,1,108.00,2018-08-02 13:30:40.686986+00,
1611,546,14969,1,64.74,2018-08-02 13:30:40.686986+00,
1612,546,18005,1,134.00,2018-08-02 13:30:40.686986+00,
1613,547,11335,1,104.30,2018-08-02 13:30:40.686986+00,
1614,547,14513,1,134.83,2018-08-02 13:30:40.686986+00,
1615,547,17809,1,117.00,2018-08-02 13:30:40.686986+00,
1616,548,16283,1,90.00,2018-08-02 13:30:40.686986+00,
1617,549,7326,1,51.00,2018-08-02 13:30:40.686986+00,
1618,549,1520,1,87.84,2018-08-02 13:30:40.686986+00,
1619,549,6327,1,67.00,2018-08-02 13:30:40.686986+00,
1620,549,1811,1,113.00,2018-08-02 13:30:40.686986+00,
1621,550,15577,1,78.88,2018-08-02 13:30:40.686986+00,
1622,551,12522,1,45.90,2018-08-02 13:30:40.686986+00,
1623,551,16480,1,105.00,2018-08-02 13:30:40.686986+00,
1624,551,5481,1,48.84,2018-08-02 13:30:40.686986+00,
1625,552,7426,1,92.70,2018-08-02 13:30:40.686986+00,
1626,552,6929,1,52.20,2018-08-02 13:30:40.686986+00,
1627,552,3968,1,124.00,2018-08-02 13:30:40.686986+00,
1628,552,3906,1,122.00,2018-08-02 13:30:40.686986+00,
1629,553,10207,1,45.58,2018-08-02 13:30:40.686986+00,
1630,553,11674,1,104.00,2018-08-02 13:30:40.686986+00,
1631,554,10591,1,89.00,2018-08-02 13:30:40.686986+00,
1632,554,12041,1,56.05,2018-08-02 13:30:40.686986+00,
1633,554,7512,1,135.00,2018-08-02 13:30:40.686986+00,
1634,554,4235,1,86.24,2018-08-02 13:30:40.686986+00,
1635,555,5822,1,62.64,2018-08-02 13:30:40.686986+00,
1636,555,3907,1,122.00,2018-08-02 13:30:40.686986+00,
1637,555,7694,1,149.00,2018-08-02 13:30:40.686986+00,
1638,555,1742,1,100.00,2018-08-02 13:30:40.686986+00,
1639,555,10701,1,78.60,2018-08-02 13:30:40.686986+00,
1640,556,1253,1,36.92,2018-08-02 13:30:40.686986+00,
1641,556,1509,1,145.00,2018-08-02 13:30:40.686986+00,
1642,556,973,1,53.12,2018-08-02 13:30:40.686986+00,
1643,557,869,1,98.15,2018-08-02 13:30:40.686986+00,
1644,558,17158,1,83.66,2018-08-02 13:30:40.686986+00,
1645,558,2305,1,49.60,2018-08-02 13:30:40.686986+00,
1646,559,3341,1,82.20,2018-08-02 13:30:40.686986+00,
1647,559,2126,1,118.00,2018-08-02 13:30:40.686986+00,
1648,559,932,1,102.40,2018-08-02 13:30:40.686986+00,
1649,560,3952,1,84.00,2018-08-02 13:30:40.686986+00,
1650,560,11726,1,60.00,2018-08-02 13:30:40.686986+00,
1651,560,16544,1,61.41,2018-08-02 13:30:40.686986+00,
1652,560,13612,1,53.00,2018-08-02 13:30:40.686986+00,
1653,560,2010,1,107.00,2018-08-02 13:30:40.686986+00,
1654,561,2624,1,42.18,2018-08-02 13:30:40.686986+00,
1655,561,7807,1,84.00,2018-08-02 13:30:40.686986+00,
1656,561,2484,1,59.00,2018-08-02 13:30:40.686986+00,
1657,562,16629,1,86.24,2018-08-02 13:30:40.686986+00,
1658,562,11737,1,133.00,2018-08-02 13:30:40.686986+00,
1659,562,15009,1,41.08,2018-08-02 13:30:40.686986+00,
1660,562,10736,1,87.75,2018-08-02 13:30:40.686986+00,
1661,562,9507,1,39.60,2018-08-02 13:30:40.686986+00,
1662,563,10238,1,54.00,2018-08-02 13:30:40.686986+00,
1663,564,15228,1,58.00,2018-08-02 13:30:40.686986+00,
1664,564,7501,1,135.00,2018-08-02 13:30:40.686986+00,
1665,564,6582,1,45.60,2018-08-02 13:30:40.686986+00,
1666,565,5733,1,133.00,2018-08-02 13:30:40.686986+00,
1667,565,4991,1,101.00,2018-08-02 13:30:40.686986+00,
1668,565,9531,1,103.68,2018-08-02 13:30:40.686986+00,
1669,566,8015,1,65.36,2018-08-02 13:30:40.686986+00,
1670,566,5562,1,72.09,2018-08-02 13:30:40.686986+00,
1671,566,17059,1,133.00,2018-08-02 13:30:40.686986+00,
1672,566,16224,1,55.08,2018-08-02 13:30:40.686986+00,
1673,566,14587,1,104.00,2018-08-02 13:30:40.686986+00,
1674,567,16170,1,38.94,2018-08-02 13:30:40.686986+00,
1675,567,11428,1,149.00,2018-08-02 13:30:40.686986+00,
1676,567,5071,1,119.00,2018-08-02 13:30:40.686986+00,
1677,567,6544,1,43.92,2018-08-02 13:30:40.686986+00,
1678,567,16920,1,67.00,2018-08-02 13:30:40.686986+00,
1679,568,9628,1,87.33,2018-08-02 13:30:40.686986+00,
1680,568,14567,1,90.09,2018-08-02 13:30:40.686986+00,
1681,568,3527,1,44.20,2018-08-02 13:30:40.686986+00,
1682,568,5101,1,70.31,2018-08-02 13:30:40.686986+00,
1683,569,17724,1,90.89,2018-08-02 13:30:40.686986+00,
1684,569,4237,1,86.24,2018-08-02 13:30:40.686986+00,
1685,569,5086,1,47.40,2018-08-02 13:30:40.686986+00,
1686,570,3983,1,124.00,2018-08-02 13:30:40.686986+00,
1687,570,12075,1,96.00,2018-08-02 13:30:40.686986+00,
1688,571,5796,1,75.65,2018-08-02 13:30:40.686986+00,
1689,571,18136,1,147.00,2018-08-02 13:30:40.686986+00,
1690,571,9299,1,66.00,2018-08-02 13:30:40.686986+00,
1691,571,1871,1,58.20,2018-08-02 13:30:40.686986+00,
1692,572,16782,1,99.12,2018-08-02 13:30:40.686986+00,
1693,572,11745,1,133.00,2018-08-02 13:30:40.686986+00,
1694,572,4559,1,89.40,2018-08-02 13:30:40.686986+00,
1695,572,7557,1,70.68,2018-08-02 13:30:40.686986+00,
1696,573,18128,1,147.00,2018-08-02 13:30:40.686986+00,
1697,573,18449,1,68.00,2018-08-02 13:30:40.686986+00,
1698,573,8838,1,97.90,2018-08-02 13:30:40.686986+00,
1699,574,16555,1,61.41,2018-08-02 13:30:40.686986+00,
1700,574,8942,1,147.00,2018-08-02 13:30:40.686986+00,
1701,574,9566,1,68.00,2018-08-02 13:30:40.686986+00,
1702,575,13724,1,53.12,2018-08-02 13:30:40.686986+00,
1703,575,13624,1,80.85,2018-08-02 13:30:40.686986+00,
1704,575,14541,1,76.86,2018-08-02 13:30:40.686986+00,
1705,576,17163,1,83.66,2018-08-02 13:30:40.686986+00,
1706,576,11758,1,55.00,2018-08-02 13:30:40.686986+00,
1707,576,4236,1,86.24,2018-08-02 13:30:40.686986+00,
1708,576,17086,1,135.00,2018-08-02 13:30:40.686986+00,
1709,577,10699,1,78.60,2018-08-02 13:30:40.686986+00,
1710,577,15757,1,80.00,2018-08-02 13:30:40.686986+00,
1711,578,1486,1,44.46,2018-08-02 13:30:40.686986+00,
1712,579,2332,1,88.00,2018-08-02 13:30:40.686986+00,
1713,579,5810,1,75.65,2018-08-02 13:30:40.686986+00,
1714,580,14840,1,57.00,2018-08-02 13:30:40.686986+00,
1715,580,2296,1,49.60,2018-08-02 13:30:40.686986+00,
1716,580,17685,1,64.50,2018-08-02 13:30:40.686986+00,
1717,581,2306,1,49.60,2018-08-02 13:30:40.686986+00,
1718,581,2724,1,54.32,2018-08-02 13:30:40.686986+00,
1719,581,3849,1,135.00,2018-08-02 13:30:40.686986+00,
1720,581,4968,1,150.00,2018-08-02 13:30:40.686986+00,
1721,581,9416,1,80.00,2018-08-02 13:30:40.686986+00,
1722,582,17649,1,52.20,2018-08-02 13:30:40.686986+00,
1723,582,18508,1,123.69,2018-08-02 13:30:40.686986+00,
1724,582,9958,1,113.03,2018-08-02 13:30:40.686986+00,
1725,582,5102,1,70.31,2018-08-02 13:30:40.686986+00,
1726,582,1804,1,113.00,2018-08-02 13:30:40.686986+00,
1727,583,14269,1,56.40,2018-08-02 13:30:40.686986+00,
1728,584,11922,1,85.44,2018-08-02 13:30:40.686986+00,
1729,584,1516,1,145.00,2018-08-02 13:30:40.686986+00,
1730,584,8641,1,68.00,2018-08-02 13:30:40.686986+00,
1731,585,11867,1,63.00,2018-08-02 13:30:40.686986+00,
1732,585,15432,1,111.60,2018-08-02 13:30:40.686986+00,
1733,585,5576,1,124.08,2018-08-02 13:30:40.686986+00,
1734,585,7087,1,96.39,2018-08-02 13:30:40.686986+00,
1735,585,5158,1,54.00,2018-08-02 13:30:40.686986+00,
1736,586,11226,1,86.00,2018-08-02 13:30:40.686986+00,
1737,587,15511,1,97.58,2018-08-02 13:30:40.686986+00,
1738,587,6753,1,50.41,2018-08-02 13:30:40.686986+00,
1739,587,13657,1,122.00,2018-08-02 13:30:40.686986+00,
1740,588,15682,1,75.00,2018-08-02 13:30:40.686986+00,
1741,589,1898,1,56.00,2018-08-02 13:30:40.686986+00,
1742,589,2700,1,118.30,2018-08-02 13:30:40.686986+00,
1743,589,13274,1,52.00,2018-08-02 13:30:40.686986+00,
1744,589,10968,1,131.00,2018-08-02 13:30:40.686986+00,
1745,590,8961,1,104.92,2018-08-02 13:30:40.686986+00,
1746,590,12795,1,73.20,2018-08-02 13:30:40.686986+00,
1747,590,15452,1,55.89,2018-08-02 13:30:40.686986+00,
1748,591,4716,1,84.00,2018-08-02 13:30:40.686986+00,
1749,591,7952,1,66.00,2018-08-02 13:30:40.686986+00,
1750,591,3515,1,83.40,2018-08-02 13:30:40.686986+00,
1751,591,18143,1,147.00,2018-08-02 13:30:40.686986+00,
1752,591,12706,1,57.60,2018-08-02 13:30:40.686986+00,
1753,592,14927,1,97.00,2018-08-02 13:30:40.686986+00,
1754,592,16066,1,56.00,2018-08-02 13:30:40.686986+00,
1755,593,15595,1,78.88,2018-08-02 13:30:40.686986+00,
1756,593,13336,1,99.00,2018-08-02 13:30:40.686986+00,
1757,593,4783,1,148.00,2018-08-02 13:30:40.686986+00,
1758,593,16896,1,67.00,2018-08-02 13:30:40.686986+00,
1759,593,1913,1,103.66,2018-08-02 13:30:40.686986+00,
1760,594,7860,1,55.38,2018-08-02 13:30:40.686986+00,
1761,595,17888,1,46.80,2018-08-02 13:30:40.686986+00,
1762,595,8166,1,58.20,2018-08-02 13:30:40.686986+00,
1763,595,4645,1,61.20,2018-08-02 13:30:40.686986+00,
1764,595,5443,1,64.24,2018-08-02 13:30:40.686986+00,
1765,596,1937,1,147.00,2018-08-02 13:30:40.686986+00,
1766,596,15596,1,78.88,2018-08-02 13:30:40.686986+00,
1767,597,5028,1,47.52,2018-08-02 13:30:40.686986+00,
1768,598,14360,1,67.00,2018-08-02 13:30:40.686986+00,
1769,598,8097,1,115.00,2018-08-02 13:30:40.686986+00,
1770,598,15167,1,87.74,2018-08-02 13:30:40.686986+00,
1771,598,17820,1,59.00,2018-08-02 13:30:40.686986+00,
1772,599,15137,1,102.60,2018-08-02 13:30:40.686986+00,
1773,599,3919,1,73.00,2018-08-02 13:30:40.686986+00,
1774,599,13219,1,107.00,2018-08-02 13:30:40.686986+00,
1775,599,9815,1,132.05,2018-08-02 13:30:40.686986+00,
1776,599,11844,1,142.00,2018-08-02 13:30:40.686986+00,
1777,600,13639,1,122.00,2018-08-02 13:30:40.686986+00,
1778,600,14934,1,97.00,2018-08-02 13:30:40.686986+00,
1779,600,12847,1,128.00,2018-08-02 13:30:40.686986+00,
1780,601,10694,1,110.00,2018-08-02 13:30:40.686986+00,
1781,601,11251,1,86.00,2018-08-02 13:30:40.686986+00,
1782,601,1048,1,129.00,2018-08-02 13:30:40.686986+00,
1783,601,5441,1,64.24,2018-08-02 13:30:40.686986+00,
1784,601,11100,1,70.80,2018-08-02 13:30:40.686986+00,
1785,602,3839,1,135.00,2018-08-02 13:30:40.686986+00,
1786,602,2045,1,76.14,2018-08-02 13:30:40.686986+00,
1787,602,5235,1,99.54,2018-08-02 13:30:40.686986+00,
1788,602,4018,1,41.44,2018-08-02 13:30:40.686986+00,
1789,603,13382,1,60.30,2018-08-02 13:30:40.686986+00,
1790,603,8062,1,69.00,2018-08-02 13:30:40.686986+00,
1791,603,3956,1,84.00,2018-08-02 13:30:40.686986+00,
1792,603,3482,1,133.00,2018-08-02 13:30:40.686986+00,
1793,604,9268,1,49.98,2018-08-02 13:30:40.686986+00,
1794,604,8037,1,69.00,2018-08-02 13:30:40.686986+00,
1795,604,3572,1,42.90,2018-08-02 13:30:40.686986+00,
1796,605,3724,1,135.00,2018-08-02 13:30:40.686986+00,
1797,605,17096,1,135.00,2018-08-02 13:30:40.686986+00,
1798,605,2936,1,101.70,2018-08-02 13:30:40.686986+00,
1799,605,11927,1,144.54,2018-08-02 13:30:40.686986+00,
1800,605,15946,1,74.00,2018-08-02 13:30:40.686986+00,
1801,606,4049,1,146.00,2018-08-02 13:30:40.686986+00,
1802,606,15025,1,41.08,2018-08-02 13:30:40.686986+00,
1803,606,5705,1,78.00,2018-08-02 13:30:40.686986+00,
1804,606,8024,1,139.00,2018-08-02 13:30:40.686986+00,
1805,606,16447,1,88.00,2018-08-02 13:30:40.686986+00,
1806,607,1199,1,41.40,2018-08-02 13:30:40.686986+00,
1807,607,1634,1,92.00,2018-08-02 13:30:40.686986+00,
1808,607,11686,1,59.00,2018-08-02 13:30:40.686986+00,
1809,608,7712,1,61.00,2018-08-02 13:30:40.686986+00,
1810,608,14254,1,56.40,2018-08-02 13:30:40.686986+00,
1811,609,4629,1,71.00,2018-08-02 13:30:40.686986+00,
1812,610,11807,1,91.00,2018-08-02 13:30:40.686986+00,
1813,610,8762,1,85.49,2018-08-02 13:30:40.686986+00,
1814,610,14812,1,55.00,2018-08-02 13:30:40.686986+00,
1815,610,2320,1,148.00,2018-08-02 13:30:40.686986+00,
1816,610,2684,1,118.30,2018-08-02 13:30:40.686986+00,
1817,611,3125,1,99.00,2018-08-02 13:30:40.686986+00,
1818,612,11919,1,85.44,2018-08-02 13:30:40.686986+00,
1819,612,3116,1,99.00,2018-08-02 13:30:40.686986+00,
1820,612,17252,1,109.89,2018-08-02 13:30:40.686986+00,
1821,612,14543,1,76.86,2018-08-02 13:30:40.686986+00,
1822,612,14272,1,56.40,2018-08-02 13:30:40.686986+00,
1823,613,1586,1,102.00,2018-08-02 13:30:40.686986+00,
1824,613,8919,1,65.00,2018-08-02 13:30:40.686986+00,
1825,613,5548,1,64.00,2018-08-02 13:30:40.686986+00,
1826,613,16747,1,94.76,2018-08-02 13:30:40.686986+00,
1827,613,17884,1,46.80,2018-08-02 13:30:40.686986+00,
1828,614,9242,1,71.40,2018-08-02 13:30:40.686986+00,
1829,614,7931,1,78.60,2018-08-02 13:30:40.686986+00,
1830,614,8641,1,68.00,2018-08-02 13:30:40.686986+00,
1831,615,9806,1,132.05,2018-08-02 13:30:40.686986+00,
1832,616,3308,1,36.00,2018-08-02 13:30:40.686986+00,
1833,616,9539,1,103.68,2018-08-02 13:30:40.686986+00,
1834,616,17525,1,116.00,2018-08-02 13:30:40.686986+00,
1835,616,1966,1,53.00,2018-08-02 13:30:40.686986+00,
1836,617,8601,1,51.00,2018-08-02 13:30:40.686986+00,
1837,617,12579,1,77.42,2018-08-02 13:30:40.686986+00,
1838,618,14571,1,90.09,2018-08-02 13:30:40.686986+00,
1839,618,14120,1,123.00,2018-08-02 13:30:40.686986+00,
1840,618,9237,1,71.40,2018-08-02 13:30:40.686986+00,
1841,618,16034,1,68.85,2018-08-02 13:30:40.686986+00,
1842,618,17378,1,59.00,2018-08-02 13:30:40.686986+00,
1843,619,2864,1,125.33,2018-08-02 13:30:40.686986+00,
1844,620,3303,1,36.00,2018-08-02 13:30:40.686986+00,
1845,620,13608,1,53.00,2018-08-02 13:30:40.686986+00,
1846,620,10020,1,103.68,2018-08-02 13:30:40.686986+00,
1847,621,10652,1,126.00,2018-08-02 13:30:40.686986+00,
1848,621,11741,1,133.00,2018-08-02 13:30:40.686986+00,
1849,621,6962,1,44.20,2018-08-02 13:30:40.686986+00,
1850,621,2852,1,77.19,2018-08-02 13:30:40.686986+00,
1851,622,14146,1,71.20,2018-08-02 13:30:40.686986+00,
1852,622,11871,1,63.00,2018-08-02 13:30:40.686986+00,
1853,622,10184,1,92.48,2018-08-02 13:30:40.686986+00,
1854,622,4984,1,101.00,2018-08-02 13:30:40.686986+00,
1855,623,3965,1,84.00,2018-08-02 13:30:40.686986+00,
1856,623,13070,1,51.60,2018-08-02 13:30:40.686986+00,
1857,624,2105,1,118.00,2018-08-02 13:30:40.686986+00,
1858,624,11135,1,84.00,2018-08-02 13:30:40.686986+00,
1859,624,3199,1,150.00,2018-08-02 13:30:40.686986+00,
1860,624,5768,1,143.00,2018-08-02 13:30:40.686986+00,
1861,625,8726,1,95.00,2018-08-02 13:30:40.686986+00,
1862,625,7996,1,73.92,2018-08-02 13:30:40.686986+00,
1863,625,2311,1,148.00,2018-08-02 13:30:40.686986+00,
1864,625,13997,1,126.15,2018-08-02 13:30:40.686986+00,
1865,626,14347,1,68.00,2018-08-02 13:30:40.686986+00,
1866,626,13832,1,81.00,2018-08-02 13:30:40.686986+00,
1867,626,9887,1,105.00,2018-08-02 13:30:40.686986+00,
1868,627,8395,1,105.00,2018-08-02 13:30:40.686986+00,
1869,628,5993,1,75.00,2018-08-02 13:30:40.686986+00,
1870,628,4254,1,46.28,2018-08-02 13:30:40.686986+00,
1871,628,13219,1,107.00,2018-08-02 13:30:40.686986+00,
1872,628,4374,1,118.00,2018-08-02 13:30:40.686986+00,
1873,629,16122,1,95.04,2018-08-02 13:30:40.686986+00,
1874,629,6500,1,97.00,2018-08-02 13:30:40.686986+00,
1875,630,9966,1,113.03,2018-08-02 13:30:40.686986+00,
1876,630,12409,1,76.00,2018-08-02 13:30:40.686986+00,
1877,631,13927,1,133.00,2018-08-02 13:30:40.686986+00,
1878,631,16367,1,119.97,2018-08-02 13:30:40.686986+00,
1879,631,15313,1,63.00,2018-08-02 13:30:40.686986+00,
1880,631,5259,1,60.52,2018-08-02 13:30:40.686986+00,
1881,632,16490,1,105.00,2018-08-02 13:30:40.686986+00,
1882,632,11020,1,112.00,2018-08-02 13:30:40.686986+00,
1883,632,10939,1,105.00,2018-08-02 13:30:40.686986+00,
1884,632,10784,1,83.82,2018-08-02 13:30:40.686986+00,
1885,633,8831,1,97.90,2018-08-02 13:30:40.686986+00,
1886,633,15550,1,63.24,2018-08-02 13:30:40.686986+00,
1887,633,7327,1,51.00,2018-08-02 13:30:40.686986+00,
1888,633,964,1,53.12,2018-08-02 13:30:40.686986+00,
1889,634,7897,1,71.19,2018-08-02 13:30:40.686986+00,
1890,634,14234,1,48.00,2018-08-02 13:30:40.686986+00,
1891,634,11602,1,55.20,2018-08-02 13:30:40.686986+00,
1892,635,11839,1,142.00,2018-08-02 13:30:40.686986+00,
1893,635,1366,1,65.28,2018-08-02 13:30:40.686986+00,
1894,635,10931,1,104.88,2018-08-02 13:30:40.686986+00,
1895,635,2202,1,117.18,2018-08-02 13:30:40.686986+00,
1896,635,14129,1,123.00,2018-08-02 13:30:40.686986+00,
1897,636,5491,1,48.84,2018-08-02 13:30:40.686986+00,
1898,637,4496,1,116.00,2018-08-02 13:30:40.686986+00,
1899,637,11725,1,60.00,2018-08-02 13:30:40.686986+00,
1900,638,5705,1,78.00,2018-08-02 13:30:40.686986+00,
1901,639,8385,1,105.00,2018-08-02 13:30:40.686986+00,
1902,639,3770,1,122.00,2018-08-02 13:30:40.686986+00,
1903,639,7451,1,72.25,2018-08-02 13:30:40.686986+00,
1904,640,7717,1,61.00,2018-08-02 13:30:40.686986+00,
1905,640,13708,1,53.12,2018-08-02 13:30:40.686986+00,
1906,640,6264,1,129.00,2018-08-02 13:30:40.686986+00,
1907,641,15585,1,78.88,2018-08-02 13:30:40.686986+00,
1908,641,14269,1,56.40,2018-08-02 13:30:40.686986+00,
1909,641,4002,1,136.00,2018-08-02 13:30:40.686986+00,
1910,641,8183,1,80.00,2018-08-02 13:30:40.686986+00,
1911,642,5795,1,75.65,2018-08-02 13:30:40.686986+00,
1912,642,1266,1,36.92,2018-08-02 13:30:40.686986+00,
1913,642,8748,1,108.57,2018-08-02 13:30:40.686986+00,
1914,643,2908,1,78.60,2018-08-02 13:30:40.686986+00,
1915,644,3411,1,39.00,2018-08-02 13:30:40.686986+00,
1916,644,17378,1,59.00,2018-08-02 13:30:40.686986+00,
1917,644,3765,1,122.00,2018-08-02 13:30:40.686986+00,
1918,644,6389,1,53.82,2018-08-02 13:30:40.686986+00,
1919,644,2959,1,78.02,2018-08-02 13:30:40.686986+00,
1920,645,2369,1,148.00,2018-08-02 13:30:40.686986+00,
1921,645,9097,1,124.00,2018-08-02 13:30:40.686986+00,
1922,645,1206,1,41.40,2018-08-02 13:30:40.686986+00,
1923,645,16500,1,105.00,2018-08-02 13:30:40.686986+00,
1924,645,3365,1,57.00,2018-08-02 13:30:40.686986+00,
1925,646,16824,1,73.20,2018-08-02 13:30:40.686986+00,
1926,646,16070,1,56.00,2018-08-02 13:30:40.686986+00,
1927,646,2121,1,118.00,2018-08-02 13:30:40.686986+00,
1928,646,13511,1,148.00,2018-08-02 13:30:40.686986+00,
1929,647,5732,1,133.00,2018-08-02 13:30:40.686986+00,
1930,647,17172,1,83.66,2018-08-02 13:30:40.686986+00,
1931,647,1314,1,79.00,2018-08-02 13:30:40.686986+00,
1932,647,11331,1,104.30,2018-08-02 13:30:40.686986+00,
1933,647,4357,1,85.32,2018-08-02 13:30:40.686986+00,
1934,648,17396,1,118.75,2018-08-02 13:30:40.686986+00,
1935,648,5344,1,123.00,2018-08-02 13:30:40.686986+00,
1936,648,10981,1,131.00,2018-08-02 13:30:40.686986+00,
1937,648,14476,1,143.00,2018-08-02 13:30:40.686986+00,
1938,648,1852,1,118.00,2018-08-02 13:30:40.686986+00,
1939,649,14007,1,126.15,2018-08-02 13:30:40.686986+00,
1940,649,15055,1,138.00,2018-08-02 13:30:40.686986+00,
1941,649,6695,1,46.08,2018-08-02 13:30:40.686986+00,
1942,649,8971,1,128.00,2018-08-02 13:30:40.686986+00,
1943,649,15761,1,137.00,2018-08-02 13:30:40.686986+00,
1944,650,12077,1,96.00,2018-08-02 13:30:40.686986+00,
1945,651,5972,1,147.00,2018-08-02 13:30:40.686986+00,
1946,651,10260,1,54.00,2018-08-02 13:30:40.686986+00,
1947,651,13622,1,80.85,2018-08-02 13:30:40.686986+00,
1948,651,10096,1,106.00,2018-08-02 13:30:40.686986+00,
1949,651,4554,1,89.40,2018-08-02 13:30:40.686986+00,
1950,652,5303,1,96.00,2018-08-02 13:30:40.686986+00,
1951,652,5669,1,109.00,2018-08-02 13:30:40.686986+00,
1952,652,10717,1,78.60,2018-08-02 13:30:40.686986+00,
1953,652,17166,1,83.66,2018-08-02 13:30:40.686986+00,
1954,653,4230,1,86.24,2018-08-02 13:30:40.686986+00,
1955,653,3309,1,36.00,2018-08-02 13:30:40.686986+00,
1956,653,10323,1,63.00,2018-08-02 13:30:40.686986+00,
1957,654,11603,1,55.20,2018-08-02 13:30:40.686986+00,
1958,654,13206,1,107.00,2018-08-02 13:30:40.686986+00,
1959,654,12567,1,77.42,2018-08-02 13:30:40.686986+00,
1960,655,3129,1,99.00,2018-08-02 13:30:40.686986+00,
1961,655,8844,1,97.90,2018-08-02 13:30:40.686986+00,
1962,655,1806,1,113.00,2018-08-02 13:30:40.686986+00,
1963,656,8769,1,85.49,2018-08-02 13:30:40.686986+00,
1964,656,8100,1,115.00,2018-08-02 13:30:40.686986+00,
1965,656,5370,1,123.00,2018-08-02 13:30:40.686986+00,
1966,656,6929,1,52.20,2018-08-02 13:30:40.686986+00,
1967,656,15240,1,58.00,2018-08-02 13:30:40.686986+00,
1968,657,16478,1,105.00,2018-08-02 13:30:40.686986+00,
